"domaine","code_specialite","nom_specialite","universite","institution","baccalaureat","score_2023","score_2024","score_2025"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","97.9639","101.0563","124.0826"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﺔ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","80.9145","76.9383","84.6632"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","111.52","134.7517","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","116.415","117.4583","108.8456"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","80.5277","74.6244","77.1295"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","96.7288","103.9764","99.3339"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","0","116.4067","113.6183"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10107","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","144.28","0","111.1"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","84.3057","75.5052","94.6117"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","125.4933","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","133.53","114.9627","118.5467"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","74.8498","82.5579","85.165"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","109.365","101.44","114.4733"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","0","83.0989","104.8967"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10108","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","0","98.225","112.015"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","102.54","103.31","103.41"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","108.9466","0","96.14"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","95.7934","96.6065","94.0918"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","92.1566","84.49","81.1934"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","100.25","113.11","95.6248"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","0","138.555","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10119","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","142.785","139.895","104.57"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺁﺩﺍﺏ","101.9425","109.3725","113.565"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺭﻳﺎﺿﻴﺎﺕ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","130.5525","130.0525","132.59"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","85.65","104.2475","114.1525"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","103.6275","98.565","116.4933"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","0","0","96.345"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10190","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺭﻳﺎﺿﺔ","0","0","95.5125"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺁﺩﺍﺏ","81.5849","113.995","115.3425"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺭﻳﺎﺿﻴﺎﺕ","140.105","147.4775","131.575"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","146.6125","126.3675","129.0925"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","138.1625","104.2824","130.255"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","128.145","114.76","125.8875"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","149.8225","0","98.11"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10191","ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ","ﺭﻳﺎﺿﺔ","0","114.44","150.6325"
